year,month,day,avg_temperature,precipitation
2016,7,2,19.35,0.0
2016,7,1,17.0,0.2
2016,6,30,17.05,0.0
2016,6,29,18.39,0.0
2016,6,28,17.85,0.0
2016,6,27,19.0,0.0
2016,6,26,16.8,0.0
2016,6,25,16.25,0.2
2016,6,24,15.8,0.0
2016,6,23,16.25,12.6
2016,6,22,16.8,1.4
2016,6,21,16.75,0.0
2016,6,20,15.2,0.0
2016,6,19,14.85,0.2
2016,6,18,14.1,13.6
2016,6,17,14.6,0.0
2016,6,16,12.65,0.0
2016,6,15,11.85,2.4
2016,6,14,11.75,5.8
2016,6,13,15.35,2.4
2016,6,12,15.8,0.0
2016,6,11,13.89,8.0
2016,6,10,14.55,0.6
2016,6,9,14.39,0.0
2016,6,8,15.3,0.0
2016,6,7,17.7,0.0
2016,6,6,18.85,0.0
2016,6,5,20.35,0.0
2016,6,4,18.85,0.0
2016,6,3,18.39,0.0
2016,6,2,16.75,2.4
2016,6,1,17.5,8.6
2016,5,31,15.25,0.0
2016,5,30,13.64,0.0
2016,5,29,12.6,0.0
2016,5,28,11.89,24.2
2016,5,27,12.45,9.8
2016,5,26,12.65,9.2
2016,5,25,15.85,0.0
2016,5,24,15.35,0.0
2016,5,23,15.1,0.2
2016,5,22,15.1,0.4
2016,5,21,14.0,0.0
2016,5,20,13.39,1.2
2016,5,19,12.1,5.6
2016,5,18,15.5,0.0
2016,5,17,14.65,0.0
2016,5,16,13.75,0.0
2016,5,15,15.15,0.0
2016,5,14,16.95,0.0
2016,5,13,15.2,0.0
2016,5,12,14.05,0.0
2016,5,11,15.75,0.0
2016,5,10,13.75,0.0
2016,5,9,12.6,0.0
2016,5,8,13.05,0.0
2016,5,7,15.7,0.0
2016,5,6,14.25,0.0
2016,5,5,12.85,0.0
2016,5,4,12.05,1.4
2016,5,3,16.8,0.0
2016,5,2,17.05,0.0
2016,5,1,13.2,0.0
2016,4,30,10.55,0.0
2016,4,29,13.3,0.0
2016,4,28,13.7,0.0
2016,4,27,11.1,0.0
2016,4,26,10.8,0.0
2016,4,25,10.6,0.0
2016,4,24,11.5,1.2
2016,4,23,13.95,2.2
2016,4,22,12.35,6.4
2016,4,21,15.95,0.2
2016,4,20,14.25,0.0
2016,4,19,13.45,0.0
2016,4,18,14.89,0.0
2016,4,17,10.35,0.0
2016,4,16,10.95,0.0
2016,4,15,10.8,0.0
2016,4,14,9.44,0.6
2016,4,13,9.6,0.0
2016,4,12,9.85,4.6
2016,4,11,11.25,0.0
2016,4,10,10.9,0.0
2016,4,9,11.8,0.0
2016,4,8,12.0,0.0
2016,4,7,10.3,0.0
2016,4,6,13.05,0.0
2016,4,5,9.25,1.6
2016,4,4,11.6,6.2
2016,4,3,11.15,1.2
2016,4,2,11.65,0.0
2016,4,1,12.25,0.0
2016,3,31,11.0,0.0
2016,3,30,9.19,0.0
2016,3,29,7.3,0.0
2016,3,28,7.5,0.0
2016,3,27,8.65,13.6
2016,3,26,8.5,2.2
2016,3,25,7.25,0.0
2016,3,24,8.3,0.4
2016,3,23,8.75,12.2
2016,3,22,10.3,0.0
2016,3,21,10.64,5.4
2016,3,20,9.8,9.6
2016,3,19,8.5,0.0
2016,3,18,6.1,0.0
2016,3,17,4.45,0.0
2016,3,16,5.09,0.0
2016,3,15,5.85,0.6
2016,3,14,7.25,3.4
2016,3,13,6.65,14.6
2016,3,12,7.85,4.8
2016,3,11,6.94,5.2
2016,3,10,9.0,11.4
2016,3,9,8.5,23.2
2016,3,8,7.1,1.2
2016,3,7,7.65,8.6
2016,3,6,10.0,7.0
2016,3,5,12.05,3.6
2016,3,4,10.0,10.4
2016,3,3,10.3,5.4
2016,3,2,9.05,6.6
2016,3,1,8.5,12.2
2016,2,29,8.05,2.2
2016,2,28,9.1,8.0
2016,2,27,9.3,0.8
2016,2,26,6.9,1.2
2016,2,25,6.7,0.0
2016,2,24,7.1,0.0
2016,2,23,2.84,0.0
2016,2,22,5.9,0.0
2016,2,21,4.64,1.0
2016,2,20,7.3,0.0
2016,2,19,8.1,7.2
2016,2,18,8.94,21.0
2016,2,17,8.19,7.8
2016,2,16,7.85,0.0
2016,2,15,8.4,23.4
2016,2,14,8.15,8.6
2016,2,13,7.7,13.2
2016,2,12,10.8,15.4
2016,2,11,7.65,8.8
2016,2,10,7.85,5.0
2016,2,9,7.3,0.0
2016,2,8,6.44,0.0
2016,2,7,4.65,0.4
2016,2,6,5.9,0.0
2016,2,5,8.4,8.0
2016,2,4,7.05,4.4
2016,2,3,5.94,12.2
2016,2,2,5.0,1.6
2016,2,1,4.34,1.2
2016,1,31,4.65,9.0
2016,1,30,4.55,1.8
2016,1,29,6.05,8.2
2016,1,28,8.1,12.8
2016,1,27,10.7,17.2
2016,1,26,8.65,11.8
2016,1,25,6.0,0.0
2016,1,24,5.95,1.0
2016,1,23,6.15,0.0
2016,1,22,9.15,14.0
2016,1,21,8.19,25.4
2016,1,20,4.4,2.0
2016,1,19,6.5,0.8
2016,1,18,7.95,4.6
2016,1,17,8.4,7.0
2016,1,16,6.85,12.8
2016,1,15,1.79,0.2
2016,1,14,5.3,0.8
2016,1,13,5.35,9.6
2016,1,12,6.15,16.8
2016,1,11,0.95,12.8
2016,1,10,2.0,0.0
2016,1,9,2.0,0.0
2016,1,8,3.75,0.0
2016,1,7,3.59,0.0
2016,1,6,4.55,1.8
2016,1,5,0.55,8.8
2016,1,4,0.74,0.8
2016,1,3,-1.2,0.0
2016,1,2,-1.95,0.0
2016,1,1,-1.74,0.0
2015,12,31,-1.35,0.0
2015,12,30,-0.95,0.0
2015,12,29,1.85,0.0
2015,12,28,2.09,0.4
2015,12,27,3.3,13.0
2015,12,26,1.85,0.2
2015,12,25,2.19,0.0
2015,12,24,3.55,1.4
2015,12,23,3.59,8.6
2015,12,22,2.4,7.4
2015,12,21,3.95,2.4
2015,12,20,4.94,7.2
2015,12,19,5.4,0.0
2015,12,18,5.7,14.6
2015,12,17,2.1,12.8
2015,12,16,2.7,0.0
2015,12,15,3.55,2.4
2015,12,14,4.25,0.8
2015,12,13,7.25,13.2
2015,12,12,5.09,26.4
2015,12,11,6.95,0.0
2015,12,10,8.3,9.0
2015,12,9,8.55,8.8
2015,12,8,10.95,16.6
2015,12,7,9.4,10.6
2015,12,6,9.05,18.8
2015,12,5,8.15,32.2
2015,12,4,7.4,3.0
2015,12,3,10.5,9.0
2015,12,2,8.9,2.2
2015,12,1,8.0,11.6
2015,11,30,1.1,0.0
2015,11,29,-0.1,0.0
2015,11,28,0.25,0.0
2015,11,27,1.14,0.0
2015,11,26,1.35,0.0
2015,11,25,1.14,0.0
2015,11,24,3.2,2.0
2015,11,23,4.25,6.2
2015,11,22,2.65,0.0
2015,11,21,1.4,0.0
2015,11,20,1.49,0.0
2015,11,19,2.65,0.0
2015,11,18,5.45,0.0
2015,11,17,9.3,5.8
2015,11,16,3.3,26.0
2015,11,15,6.94,1.8
2015,11,14,7.65,6.6
2015,11,13,10.1,7.0
2015,11,12,6.19,25.6
2015,11,11,7.1,4.2
2015,11,10,4.95,3.6
2015,11,9,6.05,0.0
2015,11,8,7.85,0.8
2015,11,7,9.4,46.2
2015,11,6,7.9,8.0
2015,11,5,7.75,1.8
2015,11,4,5.44,0.0
2015,11,3,6.19,0.0
2015,11,2,7.7,0.0
2015,11,1,9.35,25.2
2015,10,31,12.5,22.6
2015,10,30,11.89,16.4
2015,10,29,12.7,5.6
2015,10,28,10.6,15.8
2015,10,27,9.75,0.0
2015,10,26,11.75,6.6
2015,10,25,10.95,1.8
2015,10,24,8.14,0.0
2015,10,23,8.85,0.0
2015,10,22,9.94,0.0
2015,10,21,10.0,0.2
2015,10,20,11.55,0.0
2015,10,19,12.55,1.2
2015,10,18,13.35,1.0
2015,10,17,13.35,0.2
2015,10,16,10.05,0.0
2015,10,15,10.3,0.0
2015,10,14,9.65,0.0
2015,10,13,11.35,0.0
2015,10,12,12.14,10.8
2015,10,11,12.1,0.0
2015,10,10,15.8,13.4
2015,10,9,15.3,0.4
2015,10,8,15.14,0.0
2015,10,7,14.25,14.6
2015,10,6,12.75,2.2
2015,10,5,11.35,0.0
2015,10,4,11.5,0.0
2015,10,3,11.35,0.0
2015,10,2,11.85,0.0
2015,10,1,11.5,0.0
2015,9,30,12.1,0.0
2015,9,29,11.8,0.0
2015,9,28,10.8,0.0
2015,9,27,10.5,0.0
2015,9,26,11.35,0.0
2015,9,25,12.39,3.2
2015,9,24,14.15,4.8
2015,9,23,12.1,0.6
2015,9,22,12.0,0.0
2015,9,21,12.2,0.0
2015,9,20,16.7,0.4
2015,9,19,15.5,16.8
2015,9,18,14.6,1.4
2015,9,17,15.25,3.4
2015,9,16,14.55,0.0
2015,9,15,13.7,0.0
2015,9,14,12.1,0.0
2015,9,13,15.7,0.0
2015,9,12,17.7,0.0
2015,9,11,16.8,0.0
2015,9,10,16.14,0.0
2015,9,9,18.5,0.0
2015,9,8,16.8,3.4
2015,9,7,15.9,0.6
2015,9,6,14.3,0.2
2015,9,5,13.6,0.0
2015,9,4,12.25,0.0
2015,9,3,13.3,0.4
2015,9,2,13.4,4.6
2015,9,1,14.95,2.0
2015,8,31,15.35,22.2
2015,8,30,16.89,7.0
2015,8,29,18.25,18.6
2015,8,28,18.25,10.2
2015,8,27,20.04,0.0
2015,8,26,16.75,0.0
2015,8,25,15.95,0.0
2015,8,24,17.85,0.0
2015,8,23,17.2,0.0
2015,8,22,17.3,0.0
2015,8,21,17.64,0.0
2015,8,20,18.85,0.0
2015,8,19,20.55,0.0
2015,8,18,18.39,0.0
2015,8,17,17.0,0.0
2015,8,16,18.35,0.0
2015,8,15,17.55,0.4
2015,8,14,16.89,0.0
2015,8,13,20.05,0.0
2015,8,12,21.95,0.0
2015,8,11,19.35,0.0
2015,8,10,18.5,0.0
2015,8,9,19.6,5.6
2015,8,8,18.7,0.4
2015,8,7,18.39,0.0
2015,8,6,18.39,1.0
2015,8,5,16.85,2.4
2015,8,4,19.2,0.0
2015,8,3,18.8,0.0
2015,8,2,20.7,0.0
2015,8,1,20.55,0.0
2015,7,31,20.25,0.0
2015,7,30,20.2,0.0
2015,7,29,19.45,0.0
2015,7,28,18.04,0.0
2015,7,27,17.25,0.0
2015,7,26,16.1,8.2
2015,7,25,17.89,0.0
2015,7,24,16.14,11.2
2015,7,23,17.7,0.0
2015,7,22,18.14,0.0
2015,7,21,19.45,0.0
2015,7,20,20.39,0.0
2015,7,19,22.55,0.0
2015,7,18,21.45,0.0
2015,7,17,18.14,0.0
2015,7,16,18.89,0.0
2015,7,15,18.45,0.0
2015,7,14,18.05,0.0
2015,7,13,19.25,0.0
2015,7,12,20.1,0.0
2015,7,11,17.3,1.4
2015,7,10,19.45,0.0
2015,7,9,20.35,0.0
2015,7,8,19.5,0.0
2015,7,7,18.55,0.0
2015,7,6,21.8,0.0
2015,7,5,20.9,0.0
2015,7,4,20.65,0.0
2015,7,3,20.65,0.0
2015,7,2,21.2,0.0
2015,7,1,20.54,0.0
2015,6,30,20.35,0.0
2015,6,29,23.55,0.0
2015,6,28,22.15,0.0
2015,6,27,20.39,0.0
2015,6,26,21.25,0.0
2015,6,25,20.2,0.0
2015,6,24,19.2,0.0
2015,6,23,17.89,0.0
2015,6,22,18.14,0.0
2015,6,21,17.6,0.0
2015,6,20,16.14,0.0
2015,6,19,16.0,0.0
2015,6,18,17.45,4.2
2015,6,17,16.3,0.0
2015,6,16,17.8,0.0
2015,6,15,17.14,0.0
2015,6,14,16.05,0.0
2015,6,13,14.1,0.0
2015,6,12,15.6,0.0
2015,6,11,17.0,0.0
2015,6,10,17.3,0.0
2015,6,9,17.35,0.0
2015,6,8,19.05,0.0
2015,6,7,19.89,0.0
2015,6,6,17.55,0.0
2015,6,5,16.35,0.0
2015,6,4,16.75,0.0
2015,6,3,15.4,0.0
2015,6,2,14.95,6.6
2015,6,1,16.39,0.2
2015,5,31,15.3,0.0
2015,5,30,17.1,0.0
2015,5,29,18.39,0.0
2015,5,28,17.14,0.0
2015,5,27,17.25,0.0
2015,5,26,16.45,0.0
2015,5,25,15.39,0.0
2015,5,24,16.0,0.0
2015,5,23,15.6,0.0
2015,5,22,16.39,0.0
2015,5,21,16.8,0.0
2015,5,20,14.95,0.0
2015,5,19,16.1,0.0
2015,5,18,16.14,0.2
2015,5,17,14.85,0.0
2015,5,16,15.6,0.0
2015,5,15,14.45,0.0
2015,5,14,13.5,1.4
2015,5,13,14.55,0.0
2015,5,12,15.55,0.0
2015,5,11,13.6,0.8
2015,5,10,14.3,0.0
2015,5,9,14.95,0.0
2015,5,8,13.8,0.0
2015,5,7,12.15,0.0
2015,5,6,11.2,0.0
2015,5,5,11.0,0.9
2015,5,4,12.45,1.8
2015,5,3,9.19,0.0
2015,5,2,11.35,0.0
2015,5,1,12.6,0.0
2015,4,30,11.3,0.0
2015,4,29,10.85,0.0
2015,4,28,12.25,1.2
2015,4,27,13.9,4.0
2015,4,26,9.69,0.6
2015,4,25,8.6,5.8
2015,4,24,8.5,16.4
2015,4,23,7.8,8.8
2015,4,22,10.15,0.0
2015,4,21,11.7,4.2
2015,4,20,11.8,0.0
2015,4,19,9.5,0.0
2015,4,18,9.65,0.0
2015,4,17,9.94,0.0
2015,4,16,8.85,0.0
2015,4,15,7.85,0.0
2015,4,14,7.65,0.6
2015,4,13,7.19,5.8
2015,4,12,7.75,1.0
2015,4,11,8.8,0.0
2015,4,10,9.5,1.6
2015,4,9,10.05,0.0
2015,4,8,8.55,0.0
2015,4,7,8.05,0.0
2015,4,6,7.85,0.0
2015,4,5,5.95,0.0
2015,4,4,7.2,0.0
2015,4,3,8.6,1.4
2015,4,2,7.75,0.0
2015,4,1,8.1,0.0
2015,3,31,9.5,4.2
2015,3,30,13.25,1.8
2015,3,29,9.4,19.8
2015,3,28,11.7,3.0
2015,3,27,12.35,2.8
2015,3,26,14.75,0.0
2015,3,25,9.05,30.2
2015,3,24,9.0,0.0
2015,3,23,8.5,6.4
2015,3,22,8.9,5.2
2015,3,21,10.15,10.4
2015,3,20,10.65,20.0
2015,3,19,10.0,14.2
2015,3,18,9.55,0.0
2015,3,17,6.94,0.0
2015,3,16,6.75,0.2
2015,3,15,7.35,13.6
2015,3,14,11.0,15.4
2015,3,13,9.55,1.2
2015,3,12,12.75,0.0
2015,3,11,10.35,8.2
2015,3,10,5.69,0.0
2015,3,9,5.5,0.0
2015,3,8,5.9,0.0
2015,3,7,5.94,0.0
2015,3,6,5.55,0.0
2015,3,5,5.19,0.0
2015,3,4,3.2,0.0
2015,3,3,3.45,0.0
2015,3,2,5.3,0.0
2015,3,1,3.8,2.4
2015,2,28,4.0,0.0
2015,2,27,5.9,2.8
2015,2,26,7.19,1.0
2015,2,25,5.65,2.4
2015,2,24,4.55,0.0
2015,2,23,4.3,0.0
2015,2,22,4.5,0.0
2015,2,21,5.3,0.0
2015,2,20,7.2,0.0
2015,2,19,8.6,0.0
2015,2,18,7.55,0.2
2015,2,17,4.25,0.0
2015,2,16,4.64,0.0
2015,2,15,6.35,0.0
2015,2,14,7.1,0.0
2015,2,13,10.19,4.2
2015,2,12,9.35,10.0
2015,2,11,8.94,0.0
2015,2,10,10.05,9.6
2015,2,9,9.1,17.4
2015,2,8,11.65,1.6
2015,2,7,10.65,11.4
2015,2,6,11.55,11.8
2015,2,5,9.85,26.2
2015,2,4,5.75,3.4
2015,2,3,7.8,4.2
2015,2,2,7.75,3.8
2015,2,1,7.05,3.4
2015,1,31,4.95,0.0
2015,1,30,3.5,0.0
2015,1,29,4.94,0.0
2015,1,28,6.0,0.0
2015,1,27,9.05,0.0
2015,1,26,8.44,0.0
2015,1,25,9.85,0.0
2015,1,24,11.1,9.8
2015,1,23,9.75,31.6
2015,1,22,6.7,10.8
2015,1,21,2.59,0.6
2015,1,20,4.75,0.0
2015,1,19,6.05,0.2
2015,1,18,8.4,16.8
2015,1,17,6.0,6.8
2015,1,16,9.05,2.8
2015,1,15,4.2,6.2
2015,1,14,1.15,0.0
2015,1,13,3.1,0.0
2015,1,12,4.95,0.0
2015,1,11,6.6,1.4
2015,1,10,6.2,3.2
2015,1,9,5.05,1.2
2015,1,8,4.19,0.0
2015,1,7,5.45,0.0
2015,1,6,7.45,0.0
2015,1,5,6.94,20.0
2015,1,4,4.09,38.0
2015,1,3,2.15,2.8
2015,1,2,1.85,3.8
2015,1,1,-0.9,0.0
2014,12,31,-1.45,0.0
2014,12,30,-1.8,0.0
2014,12,29,1.65,0.0
2014,12,28,1.25,0.0
2014,12,27,5.0,11.0
2014,12,26,3.0,0.0
2014,12,25,3.55,0.0
2014,12,24,5.0,0.0
2014,12,23,6.35,5.8
2014,12,22,6.2,0.0
2014,12,21,6.6,2.4
2014,12,20,7.5,25.6
2014,12,19,7.65,4.8
2014,12,18,7.8,7.6
2014,12,17,6.95,2.4
2014,12,16,6.19,3.0
2014,12,15,2.1,0.0
2014,12,14,3.45,0.0
2014,12,13,4.95,0.0
2014,12,12,8.19,0.2
2014,12,11,10.19,9.8
2014,12,10,11.6,25.8
2014,12,9,12.64,22.6
2014,12,8,9.19,15.0
2014,12,7,7.65,0.0
2014,12,6,7.19,22.8
2014,12,5,5.35,4.6
2014,12,4,0.89,4.2
2014,12,3,0.54,0.0
2014,12,2,-0.94,0.0
2014,12,1,-2.19,0.0
2014,11,30,-4.5,0.0
2014,11,29,-2.6,2.0
2014,11,28,7.35,2.6
2014,11,27,12.2,6.2
2014,11,26,8.55,8.0
2014,11,25,6.5,29.6
2014,11,24,5.4,6.8
2014,11,23,7.15,9.8
2014,11,22,7.25,0.2
2014,11,21,9.0,26.8
2014,11,20,8.19,7.8
2014,11,19,5.2,0.0
2014,11,18,2.85,0.0
2014,11,17,0.89,0.0
2014,11,16,0.54,0.0
2014,11,15,0.55,0.0
2014,11,14,0.34,0.0
2014,11,13,1.0,0.0
2014,11,12,2.15,0.0
2014,11,11,4.95,0.0
2014,11,10,5.25,0.0
2014,11,9,7.35,14.2
2014,11,8,6.9,0.0
2014,11,7,9.39,0.8
2014,11,6,13.1,26.2
2014,11,5,11.1,5.8
2014,11,4,11.55,4.4
2014,11,3,10.85,26.6
2014,11,2,7.9,9.2
2014,11,1,7.6,0.0
2014,10,31,10.55,4.8
2014,10,30,12.0,15.6
2014,10,29,13.8,5.2
2014,10,28,11.35,14.6
2014,10,27,10.35,1.6
2014,10,26,8.5,0.2
2014,10,25,10.7,31.6
2014,10,24,11.25,0.6
2014,10,23,10.3,11.8
2014,10,22,13.0,23.6
2014,10,21,13.35,5.0
2014,10,20,14.8,5.0
2014,10,19,17.14,2.2
2014,10,18,15.25,0.2
2014,10,17,13.05,12.8
2014,10,16,13.25,0.0
2014,10,15,11.5,16.4
2014,10,14,12.8,2.8
2014,10,13,13.8,16.6
2014,10,12,11.64,4.4
2014,10,11,12.85,4.8
2014,10,10,13.15,2.2
2014,10,9,15.5,0.0
2014,10,8,14.39,0.0
2014,10,7,14.3,0.0
2014,10,6,15.4,0.0
2014,10,5,17.1,0.0
2014,10,4,16.55,1.4
2014,10,3,12.1,0.4
2014,10,2,11.85,0.0
2014,10,1,12.39,0.0
2014,9,30,15.2,0.0
2014,9,29,13.55,8.2
2014,9,28,13.15,0.0
2014,9,27,14.3,0.0
2014,9,26,15.05,11.2
2014,9,25,16.64,0.0
2014,9,24,17.6,12.0
2014,9,23,16.39,10.4
2014,9,22,18.29,0.0
2014,9,21,17.05,0.0
2014,9,20,15.05,0.0
2014,9,19,16.8,4.2
2014,9,18,16.2,0.6
2014,9,17,17.25,1.2
2014,9,16,16.55,0.0
2014,9,15,16.64,0.0
2014,9,14,16.45,0.0
2014,9,13,15.64,0.0
2014,9,12,13.5,0.0
2014,9,11,12.89,0.0
2014,9,10,16.25,0.2
2014,9,9,16.3,0.0
2014,9,8,17.6,0.0
2014,9,7,16.5,0.0
2014,9,6,17.85,0.0
2014,9,5,16.04,0.0
2014,9,4,14.9,0.0
2014,9,3,15.0,0.0
2014,9,2,15.75,13.2
2014,9,1,17.0,0.0
2014,8,31,17.8,0.0
2014,8,30,16.2,0.0
2014,8,29,17.75,0.0
2014,8,28,19.35,0.0
2014,8,27,21.1,0.0
2014,8,26,20.39,0.0
2014,8,25,18.75,0.0
2014,8,24,18.35,0.0
2014,8,23,18.0,0.0
2014,8,22,17.25,0.0
2014,8,21,17.85,0.0
2014,8,20,18.14,0.0
2014,8,19,20.5,0.0
2014,8,18,18.85,0.0
2014,8,17,20.05,0.0
2014,8,16,19.5,0.0
2014,8,15,20.25,7.0
2014,8,14,18.25,2.2
2014,8,13,18.0,7.2
2014,8,12,20.75,0.2
2014,8,11,21.9,0.0
2014,8,10,19.45,0.0
2014,8,9,17.7,0.0
2014,8,8,18.25,0.0
2014,8,7,18.7,0.0
2014,8,6,18.7,0.0
2014,8,5,20.1,0.0
2014,8,4,20.75,0.0
2014,8,3,20.1,0.0
2014,8,2,20.79,0.0
2014,8,1,20.2,0.0
2014,7,31,19.7,0.0
2014,7,30,19.0,0.0
2014,7,29,20.14,0.0
2014,7,28,19.3,0.0
2014,7,27,18.6,0.0
2014,7,26,18.45,0.0
2014,7,25,16.35,0.0
2014,7,24,16.8,7.0
2014,7,23,16.6,6.6
2014,7,22,18.6,0.0
2014,7,21,17.7,0.0
2014,7,20,17.25,0.0
2014,7,19,19.7,0.0
2014,7,18,19.14,0.0
2014,7,17,20.0,0.0
2014,7,16,19.64,0.0
2014,7,15,19.05,0.0
2014,7,14,21.85,0.0
2014,7,13,21.25,0.0
2014,7,12,20.7,0.0
2014,7,11,19.5,0.0
2014,7,10,18.45,0.0
2014,7,9,19.25,0.0
2014,7,8,19.05,0.0
2014,7,7,18.64,0.0
2014,7,6,19.35,1.6
2014,7,5,17.14,0.6
2014,7,4,15.8,0.6
2014,7,3,17.6,0.0
2014,7,2,21.2,0.0
2014,7,1,21.05,0.0
2014,6,30,17.05,0.0
2014,6,29,16.8,0.0
2014,6,28,16.14,6.8
2014,6,27,16.25,5.4
2014,6,26,18.25,0.0
2014,6,25,17.2,0.0
2014,6,24,17.2,0.0
2014,6,23,17.8,1.2
2014,6,22,15.7,0.0
2014,6,21,14.05,0.0
2014,6,20,13.2,0.0
2014,6,19,15.9,5.0
2014,6,18,15.39,0.0
2014,6,17,16.3,0.0
2014,6,16,13.5,11.2
2014,6,15,14.39,0.2
2014,6,14,12.85,3.8
2014,6,13,16.14,0.6
2014,6,12,16.85,0.0
2014,6,11,14.8,0.0
2014,6,10,15.3,2.6
2014,6,9,15.95,0.0
2014,6,8,18.05,0.0
2014,6,7,17.1,0.0
2014,6,6,14.15,0.0
2014,6,5,14.85,0.0
2014,6,4,14.4,0.0
2014,6,3,15.75,0.0
2014,6,2,14.8,0.0
2014,6,1,14.6,0.0
2014,5,31,13.6,0.0
2014,5,30,13.2,0.0
2014,5,29,14.0,9.5
2014,5,28,13.35,2.8
2014,5,27,13.3,0.0
2014,5,26,14.9,3.8
2014,5,25,13.1,2.0
2014,5,24,15.0,0.0
2014,5,23,16.1,15.0
2014,5,22,16.2,0.2
2014,5,21,14.9,0.0
2014,5,20,16.25,0.0
2014,5,19,14.95,0.0
2014,5,18,14.35,0.0
2014,5,17,15.6,0.0
2014,5,16,16.14,0.0
2014,5,15,17.39,0.0
2014,5,14,15.95,0.0
2014,5,13,16.8,0.0
2014,5,12,15.35,0.0
2014,5,11,13.4,0.0
2014,5,10,11.95,0.2
2014,5,9,12.6,1.8
2014,5,8,12.8,17.6
2014,5,7,12.4,0.0
2014,5,6,11.45,0.0
2014,5,5,11.6,6.2
2014,5,4,10.25,18.2
2014,5,3,11.55,1.6
2014,5,2,15.5,2.0
2014,5,1,15.45,0.0
2014,4,30,13.05,0.0
2014,4,29,13.15,0.0
2014,4,28,9.15,2.0
2014,4,27,9.65,3.0
2014,4,26,9.15,1.2
2014,4,25,8.35,0.0
2014,4,24,10.4,9.2
2014,4,23,10.0,1.8
2014,4,22,10.95,1.6
2014,4,21,10.8,1.0
2014,4,20,9.65,0.0
2014,4,19,9.6,3.0
2014,4,18,10.7,0.0
2014,4,17,9.65,19.6
2014,4,16,9.3,14.8
2014,4,15,11.25,1.4
2014,4,14,10.55,0.0
2014,4,13,9.1,0.0
2014,4,12,9.5,0.0
2014,4,11,11.45,0.0
2014,4,10,8.3,0.0
2014,4,9,9.4,0.0
2014,4,8,12.15,3.0
2014,4,7,12.05,2.2
2014,4,6,9.25,0.2
2014,4,5,7.7,5.6
2014,4,4,10.25,2.2
2014,4,3,8.44,10.2
2014,4,2,8.15,0.0
2014,4,1,7.25,0.0
2014,3,31,6.3,0.0
2014,3,30,8.55,3.2
2014,3,29,9.44,4.4
2014,3,28,8.69,11.8
2014,3,27,8.94,4.4
2014,3,26,8.8,6.4
2014,3,25,10.19,6.4
2014,3,24,7.4,0.0
2014,3,23,4.3,0.0
2014,3,22,3.59,1.8
2014,3,21,4.64,0.0
2014,3,20,5.95,0.0
2014,3,19,7.25,11.8
2014,3,18,5.3,0.8
2014,3,17,6.69,0.0
2014,3,16,7.44,2.2
2014,3,15,8.05,11.6
2014,3,14,8.94,10.0
2014,3,13,7.44,1.8
2014,3,12,5.5,0.0
2014,3,11,6.2,0.0
2014,3,10,7.19,0.0
2014,3,9,9.19,1.8
2014,3,8,8.4,23.6
2014,3,7,9.1,0.0
2014,3,6,9.1,18.2
2014,3,5,7.6,17.0
2014,3,4,3.65,8.8
2014,3,3,5.95,3.4
2014,3,2,1.3,10.2
2014,3,1,1.75,0.4
2014,2,28,5.05,0.0
2014,2,27,4.75,0.0
2014,2,26,2.7,0.0
2014,2,25,1.05,0.0
2014,2,24,0.3,21.6
2014,2,23,0.5,9.2
2014,2,22,0.95,8.6
2014,2,21,3.35,0.0
2014,2,20,5.6,4.4
2014,2,19,5.55,3.8
2014,2,18,6.15,17.6
2014,2,17,6.15,0.2
2014,2,16,5.15,12.6
2014,2,15,6.35,12.0
2014,2,14,8.05,10.6
2014,2,13,7.6,1.4
2014,2,12,6.75,19.4
2014,2,11,3.45,12.0
2014,2,10,4.0,8.4
2014,2,9,-1.25,0.0
2014,2,8,-3.5,0.0
2014,2,7,-1.9,0.0
2014,2,6,-4.4,0.0
2014,2,5,-3.45,0.0
2014,2,4,-1.95,0.0
2014,2,3,0.25,0.0
2014,2,2,2.3,0.0
2014,2,1,0.99,0.0
2014,1,31,2.9,0.0
2014,1,30,4.55,5.6
2014,1,29,6.25,6.0
2014,1,28,6.1,1.2
2014,1,27,2.85,0.0
2014,1,26,2.7,0.0
2014,1,25,4.7,0.0
2014,1,24,3.4,0.0
2014,1,23,2.65,0.0
2014,1,22,4.55,0.0
2014,1,21,2.85,0.0
2014,1,20,3.2,0.0
2014,1,19,3.7,0.0
2014,1,18,3.45,0.0
2014,1,17,4.55,0.0
2014,1,16,3.5,0.0
2014,1,15,5.85,0.0
2014,1,14,7.65,0.0
2014,1,13,7.65,0.0
2014,1,12,5.09,8.8
2014,1,11,7.15,38.2
2014,1,10,5.5,18.8
2014,1,9,5.35,17.0
2014,1,8,6.85,19.8
2014,1,7,4.09,12.2
2014,1,6,0.25,0.0
2014,1,5,0.65,0.0
2014,1,4,1.0,0.0
2014,1,3,3.65,0.0
2014,1,2,6.35,13.8
2014,1,1,4.75,0.8
2013,12,31,6.15,2.2
2013,12,30,5.9,0.0
2013,12,29,3.59,1.2
2013,12,28,4.09,0.0
2013,12,27,5.75,2.1
2013,12,26,6.1,6.6
2013,12,25,1.95,0.0
2013,12,24,4.55,0.0
2013,12,23,6.1,10.0
2013,12,22,3.05,9.8
2013,12,21,1.75,1.4
2013,12,20,0.5,11.2
2013,12,19,-0.7,0.0
2013,12,18,2.65,0.0
2013,12,17,3.15,0.6
2013,12,16,4.15,0.0
